-12, 1.3126095000000002
-12, 1.3024426000000002
-12, 1.2047479
-12, 1.1892975000000003
-12, 1.3387521000000007
-12, 1.2651400000000006
-12, 1.2374313000000008
-12, 1.2024582000000006
-12, 1.2130268999999991
-12, 1.1814775000000015
-12, 1.262636500000001
-12, 1.3105192999999993
-12, 1.1714487999999985
-12, 1.2127753000000006
-12, 1.1901943999999993
-12, 1.1931583000000003
-12, 1.173165400000002
-12, 1.3187359
-12, 1.2971986000000015
-12, 1.2712320000000012
-12, 1.2602674
-12, 1.2236268999999993
-12, 1.307374099999997
-12, 1.236809000000001
-12, 1.210374999999999
